sentence,predicted_emotion,confidence
I'm over the moon about this song!,surprise,0.5176523327827454
This this opportunity came out of nowhere!,surprise,0.9175630211830139
Tears won't stop falling because of this movie.,sadness,0.7738799452781677
Wow! I can't believe this opportunity happened!,surprise,0.9767837524414062
What a wonderful this moment we're experiencing!,joy,0.9196905493736267
I'm grieving over this discovery.,sadness,0.9842615127563477
I'm thrilled beyond words about this situation!,joy,0.9617641568183899
My heart aches because of the future.,sadness,0.9548957347869873
I'm head over heels for this surprise!,surprise,0.8244768381118774
My soul is filled with love because of the news.,sadness,0.9454946517944336
This the future is completely unacceptable!,anger,0.7074503898620605
I adore my family with all my heart!,joy,0.9844799637794495
I'm paralyzed with fear about this achievement.,fear,0.9874536991119385
I'm thrilled beyond words about this realization!,joy,0.9562969207763672
My affection for my relationship grows every day.,joy,0.6360825896263123
I'm grieving over my job.,sadness,0.9824375510215759
This my job makes me so angry I could scream!,anger,0.9854427576065063
I'm shaking with fear because of these changes.,fear,0.994006872177124
I can't sleep because I'm so scared of this movie.,fear,0.989875078201294
this conversation is making me feel so lonely.,sadness,0.977790117263794
My jaw dropped when I saw my friends!,surprise,0.7731472253799438
this book makes me feel ecstatic!,joy,0.9852043390274048
This my relationship came out of nowhere!,surprise,0.883131742477417
This this gift is quite ordinary.,surprise,0.5824797749519348
this failure makes me feel ecstatic!,joy,0.9880725145339966
What an unexpected this book!,surprise,0.9077352285385132
My heart is full of joy because of my family.,joy,0.9912262558937073
I'm thrilled beyond words about this place!,joy,0.9606289863586426
This this achievement scares me to death!,fear,0.9795638918876648
I'm completely enamored with this situation!,anger,0.6317254900932312
I'm grieving over this memory.,sadness,0.9777249097824097
I'm terrified of this memory!,fear,0.9913938641548157
My heart is full of joy because of this realization.,joy,0.9907382130622864
I noticed this situation today.,surprise,0.5128169655799866
This is the best day ever because of the news!,joy,0.8654358983039856
I'm so happy about this gift!,joy,0.9680176973342896
I cherish my family more than words can say.,joy,0.7319158315658569
How dare they this situation!,anger,0.9810178279876709
I feel absolutely delighted by this food.,joy,0.9904006123542786
This this decision makes me so angry I could scream!,anger,0.987135112285614
Tears won't stop falling because of my relationship.,sadness,0.8728339672088623
This this song brings me so much happiness!,joy,0.9850988388061523
I'm astonished by this movie!,surprise,0.9767871499061584
Wow! I can't believe my relationship happened!,surprise,0.9773809909820557
My love for this failure knows no bounds.,sadness,0.9005823731422424
I'm feeling so down about this discovery...,sadness,0.9735742807388306
This this gift has left me heartbroken.,sadness,0.9876276254653931
This this discovery brings me so much happiness!,joy,0.9884659051895142
This this conversation brings me so much happiness!,joy,0.9872428178787231
This my finances has left me heartbroken.,sadness,0.9885750412940979
I'm flabbergasted by this conversation!,surprise,0.9443908929824829
Wow! I can't believe this food happened!,surprise,0.9742082357406616
I observed this movie without much reaction.,disgust,0.965086042881012
I'm so happy about my job!,joy,0.9878323078155518
my job left me speechless!,surprise,0.5207440853118896
I cherish this moment more than words can say.,joy,0.822224497795105
I'm absolutely furious about my friends!,anger,0.9831013083457947
Tears won't stop falling because of my family.,sadness,0.9347836375236511
I can't handle the fear of my friends.,fear,0.9909501671791077
I'm astonished by this opportunity!,surprise,0.978101909160614
I'm so mad I can't even think straight about the past!,anger,0.839447557926178
I'm astonished by my health!,surprise,0.975742757320404
This this situation came out of nowhere!,surprise,0.8354500532150269
I'm absolutely furious about my health!,anger,0.9844179153442383
My soul is filled with love because of this discovery.,joy,0.8775041699409485
my finances is my worst nightmare!,fear,0.8918030261993408
My anxiety about this memory is overwhelming.,fear,0.9886455535888672
I can't stop crying about this food.,sadness,0.795408308506012
I'm in the depths of despair because of this movie.,fear,0.8661922216415405
I'm over the moon about this failure!,disgust,0.3057557940483093
My heart is full of joy because of my relationship.,joy,0.9904991984367371
I can't stop smiling about this food!,joy,0.9721890687942505
My jaw dropped when I saw this event!,surprise,0.8949881792068481
I'm so happy about this opportunity!,joy,0.9863651990890503
I'm enraged by this book!,anger,0.986189067363739
This this book is neither good nor bad.,disgust,0.8402488231658936
my family doesn't affect me much.,sadness,0.8322721719741821
this memory is my worst nightmare!,disgust,0.6980053782463074
the future took me completely by surprise!,surprise,0.9594297409057617
My jaw dropped when I saw my relationship!,surprise,0.6085594296455383
I'm indifferent about my friends.,disgust,0.703375518321991
my friends is the love of my life!,joy,0.7342250347137451
My affection for this song grows every day.,joy,0.6417985558509827
I'm overwhelmed with sorrow about this food.,sadness,0.6843550801277161
I'm feeling so down about this decision...,sadness,0.983431875705719
There's nothing special about these changes.,neutral,0.8077390789985657
my friends makes my heart flutter!,surprise,0.49817001819610596
this memory is my worst nightmare!,disgust,0.6980053782463074
this song is making me livid!,anger,0.9827297925949097
this gift is the love of my life!,joy,0.7914459109306335
this event is just normal.,neutral,0.901007890701294
I'm terrified of my job!,fear,0.9938528537750244
I'm in the depths of despair because of my family.,fear,0.9334307909011841
I'm thinking about this challenge.,joy,0.7116986513137817
I'm shaking with fear because of the weather.,fear,0.994225800037384
I'm so mad I can't even think straight about this place!,anger,0.8175250291824341
I can't handle the fear of this conversation.,fear,0.9827210307121277
this moment makes my heart flutter!,fear,0.6690599322319031
I'm grieving over this surprise.,surprise,0.9266761541366577
this achievement doesn't affect me much.,neutral,0.7488043308258057
I adore this challenge with all my heart!,joy,0.9826065301895142
I'm enraged by this achievement!,anger,0.9858217835426331
I'm so happy about this place!,joy,0.9816239476203918
I feel absolutely delighted by this conversation.,joy,0.9893167018890381
I'm in the depths of despair because of the news.,fear,0.8494665026664734
this realization happened as expected.,surprise,0.6621918678283691
I'm absolutely furious about this surprise!,anger,0.9252762198448181
these changes is the love of my life!,surprise,0.49646180868148804
this failure is making me livid!,anger,0.9847925901412964
This the news has left me heartbroken.,sadness,0.9867838621139526
this moment is making me livid!,anger,0.9849221110343933
I'm grieving over the future.,sadness,0.9789930582046509
This this surprise scares me to death!,fear,0.6853601336479187
I'm grieving over the weather.,sadness,0.981573760509491
I adore this situation with all my heart!,joy,0.9728345274925232
I'm so happy about the past!,joy,0.9825311303138733
My soul is filled with love because of the news.,sadness,0.9454946517944336
I feel absolutely delighted by my family.,joy,0.9925674200057983
I'm over the moon about this memory!,surprise,0.4944314956665039
I'm absolutely furious about this food!,anger,0.9816229343414307
I'm astonished by my relationship!,surprise,0.9738715291023254
I'm boiling with rage because of my health.,anger,0.9928218722343445
I'm indifferent about this surprise.,surprise,0.8374596238136292
What an unexpected this failure!,surprise,0.9683179259300232
I can't handle the fear of the future.,fear,0.9856606721878052
My soul is filled with love because of this situation.,sadness,0.9607641696929932
I'm thinking about this food.,joy,0.35943886637687683
I never expected this discovery to happen!,surprise,0.9478522539138794
I'm in the depths of despair because of this surprise.,fear,0.9218175411224365
I'm thinking about the future.,fear,0.3662380576133728
this food is my worst nightmare!,disgust,0.7922070026397705
this discovery is the love of my life!,joy,0.8093191981315613
I'm flabbergasted by my finances!,surprise,0.9387102723121643
I'm over the moon about this memory!,surprise,0.4944314956665039
My heart is full of joy because of this situation.,joy,0.9895815849304199
My heart races whenever I think about my family.,fear,0.3022417724132538
How dare they my relationship!,anger,0.9876982569694519
This my friends is completely unacceptable!,anger,0.7151954770088196
I'm thinking about the news.,neutral,0.5503833889961243
I'm overwhelmed with sorrow about this movie.,sadness,0.7598693370819092
My affection for the weather grows every day.,joy,0.7258944511413574
Wow! I can't believe this place happened!,surprise,0.9774461388587952
I can't stop smiling about my friends!,joy,0.981940507888794
I can't stop smiling about these changes!,joy,0.9582304358482361
This this memory came out of nowhere!,surprise,0.8938903212547302
I'm thrilled beyond words about this failure!,joy,0.9518686532974243
I never expected the future to happen!,surprise,0.9240056872367859
my relationship is my worst nightmare!,fear,0.8042507767677307
I'm absolutely furious about this gift!,anger,0.9828361868858337
I'm thrilled beyond words about my health!,joy,0.9590657949447632
My heart is full of joy because of the news.,joy,0.988887369632721
My jaw dropped when I saw this place!,surprise,0.8633989691734314
Tears won't stop falling because of my finances.,sadness,0.912544846534729
I'm absolutely furious about the weather!,anger,0.9844098091125488
this book is just normal.,neutral,0.9362947940826416
My heart is full of joy because of this challenge.,joy,0.9905691146850586
Tears won't stop falling because of my health.,sadness,0.8893855214118958
I'm indifferent about this failure.,disgust,0.526874303817749
I'm indifferent about this opportunity.,disgust,0.5229787826538086
the news is the love of my life!,joy,0.7100035548210144
My jaw dropped when I saw this moment!,surprise,0.8990238308906555
This my finances makes me so angry I could scream!,anger,0.9855244755744934
I'm so mad I can't even think straight about this failure!,anger,0.8699329495429993
I'm grieving over this place.,sadness,0.9823837280273438
I'm grieving over this surprise.,surprise,0.9266761541366577
I feel absolutely delighted by this challenge.,joy,0.9902532696723938
There's nothing special about the future.,neutral,0.9375726580619812
I'm head over heels for this decision!,anger,0.4459875822067261
This this challenge is neither good nor bad.,disgust,0.5721831917762756
My heart aches because of the news.,sadness,0.9590686559677124
I'm so happy about this food!,joy,0.9834282994270325
What a wonderful this opportunity we're experiencing!,joy,0.9160093069076538
I'm over the moon about this song!,surprise,0.5176523327827454
I'm astonished by this decision!,surprise,0.9766885638237
I'm feeling so down about my family...,sadness,0.9889342188835144
I'm so mad I can't even think straight about my friends!,anger,0.8399380445480347
the future happened as expected.,neutral,0.6573160290718079
I feel such deep love for this song.,joy,0.9184223413467407
This this surprise brings me so much happiness!,joy,0.48636338114738464
I'm terrified of this gift!,fear,0.9898352026939392
My soul is filled with love because of my relationship.,sadness,0.5366902947425842
I'm feeling so down about this food...,sadness,0.9758913516998291
This this moment brings me so much happiness!,joy,0.9882473349571228
This this book scares me to death!,fear,0.9718607068061829
this gift makes my heart flutter!,fear,0.5434134006500244
this movie is making me feel so lonely.,sadness,0.9832062721252441
I'm indifferent about this conversation.,disgust,0.6713384985923767
I'm thrilled beyond words about this discovery!,joy,0.9654491543769836
This this decision is neither good nor bad.,disgust,0.5297880172729492
I observed this book without much reaction.,disgust,0.9468521475791931
How dare they the news!,anger,0.9813868403434753
My jaw dropped when I saw this decision!,surprise,0.8182542324066162
this event left me speechless!,surprise,0.6423421502113342
I can't handle the fear of this challenge.,fear,0.9872671961784363
I'm so happy about this surprise!,joy,0.8838369846343994
I'm feeling so down about my friends...,sadness,0.9883274435997009
This this conversation scares me to death!,fear,0.976938009262085
My love for this movie knows no bounds.,joy,0.9449340105056763
My love for this challenge knows no bounds.,joy,0.9268456101417542
This this movie is neither good nor bad.,disgust,0.740314245223999
This this realization makes me so angry I could scream!,anger,0.9874027967453003
This my health is completely unacceptable!,fear,0.3949817717075348
I'm thinking about the future.,fear,0.3662380576133728
I'm head over heels for this gift!,surprise,0.3422313630580902
I'm shaking with fear because of these changes.,fear,0.994006872177124
This the news is neither good nor bad.,neutral,0.424945205450058
What an unexpected this failure!,surprise,0.9683179259300232
I noticed this situation today.,surprise,0.5128169655799866
I'm astonished by this movie!,surprise,0.9767871499061584
I can't stop smiling about my friends!,joy,0.981940507888794
I can't sleep because I'm so scared of this gift.,fear,0.9904886484146118
This this realization scares me to death!,fear,0.9716236591339111
How dare they this discovery!,anger,0.9795954823493958
This this song is neither good nor bad.,disgust,0.8694416880607605
I can't sleep because I'm so scared of this decision.,fear,0.9914596080780029
this place is making me feel so lonely.,sadness,0.9794107675552368
this surprise is making me livid!,anger,0.8815586566925049
I'm overwhelmed with sorrow about my health.,sadness,0.5785365700721741
I'm indifferent about this achievement.,disgust,0.675133228302002
I'm flabbergasted by this conversation!,surprise,0.9443908929824829
My heart aches because of this moment.,sadness,0.9458227753639221
This the weather brings me so much happiness!,joy,0.9880268573760986
This this failure has left me heartbroken.,sadness,0.98592209815979
This this discovery scares me to death!,fear,0.9740691781044006
My heart aches because of this gift.,sadness,0.9600188136100769
I'm so happy about this book!,joy,0.9801605343818665
I'm boiling with rage because of this realization.,anger,0.9928036332130432
My heart aches because of this failure.,sadness,0.9511446356773376
I'm boiling with rage because of this opportunity.,anger,0.9927178621292114
This this discovery came out of nowhere!,surprise,0.9152471423149109
My soul is filled with love because of the weather.,sadness,0.8453593254089355
I never expected my relationship to happen!,surprise,0.9037124514579773
this discovery happened as expected.,surprise,0.44479745626449585
There's nothing special about the weather.,neutral,0.8507704734802246
I cherish the news more than words can say.,joy,0.9262105822563171
I observed this memory without much reaction.,disgust,0.660762369632721
this event is making me feel so lonely.,sadness,0.9801967144012451
this challenge makes me feel ecstatic!,joy,0.981155276298523
I'm completely enamored with this moment!,joy,0.8974570035934448
There's nothing special about this gift.,neutral,0.6746363639831543
this discovery has me seeing red!,surprise,0.8320547342300415
The thought of my family fills me with dread.,fear,0.9922370314598083
I'm thrilled beyond words about this discovery!,joy,0.9654491543769836
I'm in the depths of despair because of my finances.,fear,0.8615589141845703
the weather doesn't affect me much.,neutral,0.6068699955940247
This this moment scares me to death!,fear,0.9730889797210693
My affection for my family grows every day.,joy,0.8862383961677551
This this failure scares me to death!,fear,0.9801400303840637
I'm so happy about these changes!,joy,0.9809271097183228
This this book came out of nowhere!,surprise,0.9353391528129578
this food has me seeing red!,surprise,0.6915483474731445
This this failure scares me to death!,fear,0.9801400303840637
My anxiety about my finances is overwhelming.,fear,0.9913643598556519
I'm overwhelmed with sorrow about this realization.,sadness,0.6071572303771973
What a wonderful my job we're experiencing!,joy,0.9487759470939636
My anxiety about this challenge is overwhelming.,fear,0.9912340044975281
I'm thrilled beyond words about this place!,joy,0.9606289863586426
my health happened as expected.,sadness,0.4101063013076782
I never expected this opportunity to happen!,surprise,0.944343090057373
I'm terrified of the news!,fear,0.9923481941223145
I'm completely enamored with this opportunity!,joy,0.975265622138977
I never expected the news to happen!,surprise,0.9425135254859924
I'm so mad I can't even think straight about this achievement!,anger,0.8567900061607361
My love for my relationship knows no bounds.,sadness,0.6272000670433044
this gift doesn't affect me much.,neutral,0.7761996984481812
I'm terrified of this failure!,fear,0.9913043975830078
This this book makes me so angry I could scream!,anger,0.9881382584571838
What a wonderful this opportunity we're experiencing!,joy,0.9160093069076538
I can't handle the fear of this food.,fear,0.9853759407997131
I cherish this discovery more than words can say.,joy,0.8658403754234314
this situation makes my heart flutter!,fear,0.4457642436027527
I'm terrified of this memory!,fear,0.9913938641548157
I'm so mad I can't even think straight about this movie!,anger,0.8324258327484131
I feel such deep love for this situation.,joy,0.9027340412139893
This this place makes me so angry I could scream!,anger,0.9863068461418152
This this surprise has left me heartbroken.,sadness,0.9515472054481506
This this book is quite ordinary.,surprise,0.6052817106246948
This my finances brings me so much happiness!,joy,0.9843547344207764
I'm terrified of my finances!,fear,0.9930237531661987
I can't handle the fear of this surprise.,surprise,0.5262566804885864
my job doesn't affect me much.,sadness,0.6136317849159241
Wow! I can't believe the news happened!,surprise,0.9794416427612305
I'm completely shocked by my relationship!,surprise,0.9775459170341492
I'm over the moon about this place!,surprise,0.7556365132331848
I can't handle the fear of this event.,fear,0.9875410199165344
My love for this event knows no bounds.,joy,0.9222227334976196
My jaw dropped when I saw my finances!,surprise,0.7711827158927917
this conversation doesn't affect me much.,neutral,0.8832718133926392
This the past makes me so angry I could scream!,anger,0.9855420589447021
I'm so mad I can't even think straight about this surprise!,surprise,0.854343056678772
I adore my job with all my heart!,joy,0.9824458360671997
The thought of this failure fills me with dread.,fear,0.9888527393341064
my relationship is making me feel so lonely.,sadness,0.9912061095237732
This this memory scares me to death!,fear,0.9722288250923157
This this discovery is quite ordinary.,surprise,0.7015936374664307
I'm paralyzed with fear about this achievement.,fear,0.9874536991119385
I observed this conversation without much reaction.,disgust,0.918975830078125
I'm thinking about this memory.,neutral,0.7323592901229858
I'm terrified of the future!,fear,0.9923834204673767
this discovery is my worst nightmare!,disgust,0.6914102435112
I'm shaking with fear because of this memory.,fear,0.9939509630203247
This my friends is quite ordinary.,surprise,0.6066948175430298
This the future is completely unacceptable!,anger,0.7074503898620605
What a wonderful this discovery we're experiencing!,joy,0.9099629521369934
This my friends makes me so angry I could scream!,anger,0.982488751411438
these changes doesn't affect me much.,neutral,0.8298839330673218
I cherish this moment more than words can say.,joy,0.822224497795105
This this challenge is completely unacceptable!,anger,0.7536249160766602
I'm thrilled beyond words about this realization!,joy,0.9562969207763672
this achievement happened as expected.,surprise,0.4465961158275604
I can't sleep because I'm so scared of this opportunity.,fear,0.9909018874168396
I never expected this discovery to happen!,surprise,0.9478522539138794
This this failure has me feeling blue.,sadness,0.9657729268074036
I'm indifferent about this surprise.,surprise,0.8374596238136292
How dare they the future!,anger,0.9848299026489258
this achievement doesn't affect me much.,neutral,0.7488043308258057
This this moment scares me to death!,fear,0.9730889797210693
My soul is filled with love because of this opportunity.,joy,0.9351336359977722
I adore my friends with all my heart!,joy,0.9826898574829102
I'm thinking about this realization.,joy,0.5339600443840027
This this conversation came out of nowhere!,surprise,0.9279187321662903
I'm shaking with fear because of this moment.,fear,0.9944919347763062
This this movie is neither good nor bad.,disgust,0.740314245223999
this surprise left me speechless!,surprise,0.9591885209083557
My soul is filled with love because of my job.,sadness,0.6694520711898804
I'm absolutely furious about this discovery!,anger,0.9816147685050964
I'm in the depths of despair because of this conversation.,fear,0.9102312922477722
I'm absolutely furious about my relationship!,anger,0.9852026104927063
I'm absolutely furious about my health!,anger,0.9844179153442383
I'm paralyzed with fear about the news.,fear,0.9865320324897766
I cherish this movie more than words can say.,joy,0.8771784901618958
I never expected this conversation to happen!,surprise,0.9550881385803223
This this moment has me feeling blue.,sadness,0.9202313423156738
I'm overwhelmed with sorrow about this failure.,sadness,0.8325417041778564
I'm boiling with rage because of this challenge.,anger,0.9921779036521912
I can't stop crying about this gift.,sadness,0.7828429341316223
I can't handle the fear of this realization.,fear,0.9874055981636047
I'm grieving over my relationship.,sadness,0.9813242554664612
I can't sleep because I'm so scared of my relationship.,fear,0.9913109540939331
This the past came out of nowhere!,surprise,0.8690335750579834
I'm boiling with rage because of the weather.,anger,0.991852343082428
I noticed this situation today.,surprise,0.5128169655799866
this challenge left me speechless!,surprise,0.5616510510444641
I'm head over heels for this decision!,anger,0.4459875822067261
this failure happened as expected.,sadness,0.34599095582962036
I'm astonished by this moment!,surprise,0.9751478433609009
this discovery is just normal.,neutral,0.7667030096054077
This my relationship has left me heartbroken.,sadness,0.9879563450813293
I'm head over heels for this realization!,surprise,0.4943409562110901
I adore this decision with all my heart!,joy,0.9821227788925171
I'm paralyzed with fear about this movie.,fear,0.991657555103302
I'm astonished by this food!,surprise,0.9739506840705872
I can't stop crying about my relationship.,sadness,0.9623122811317444
My affection for this food grows every day.,joy,0.45305392146110535
I'm astonished by this memory!,surprise,0.9749831557273865
This my job has me feeling blue.,sadness,0.9307428002357483
This this conversation is quite ordinary.,neutral,0.6551217436790466
I'm grieving over this situation.,sadness,0.9820047616958618
This my finances has left me heartbroken.,sadness,0.9885750412940979
I'm completely enamored with this situation!,anger,0.6317254900932312
I'm paralyzed with fear about this decision.,fear,0.9898882508277893
This this opportunity scares me to death!,fear,0.9741995334625244
I'm feeling so down about this failure...,sadness,0.9819322824478149
I'm so mad I can't even think straight about the future!,anger,0.8553385734558105
I'm in the depths of despair because of the weather.,fear,0.8279346823692322
I'm so mad I can't even think straight about my job!,anger,0.8553547859191895
My jaw dropped when I saw this place!,surprise,0.8633989691734314
My affection for this book grows every day.,joy,0.7711234092712402
I feel such deep love for my friends.,joy,0.9681645035743713
I'm paralyzed with fear about this conversation.,fear,0.9880622625350952
this event took me completely by surprise!,surprise,0.9438216090202332
I'm thrilled beyond words about this event!,joy,0.9525929689407349
I'm overwhelmed with sorrow about the past.,sadness,0.6182935833930969
This the future is neither good nor bad.,neutral,0.5236170291900635
This is the best day ever because of this conversation!,joy,0.7513810396194458
The thought of these changes fills me with dread.,fear,0.9859461188316345
I'm shaking with fear because of this challenge.,fear,0.9943323135375977
I can't sleep because I'm so scared of this food.,fear,0.9897940158843994
This this memory has me feeling blue.,sadness,0.8773947358131409
I'm boiling with rage because of this moment.,anger,0.991878867149353
this book is the love of my life!,joy,0.8089413046836853
this challenge has me seeing red!,surprise,0.3946222960948944
Wow! I can't believe my family happened!,surprise,0.9786747694015503
I'm thinking about this event.,joy,0.4640371799468994
this food is just normal.,neutral,0.9313912391662598
The thought of this movie fills me with dread.,fear,0.9890561103820801
What a wonderful my job we're experiencing!,joy,0.9487759470939636
this event took me completely by surprise!,surprise,0.9438216090202332
My anxiety about this realization is overwhelming.,fear,0.9912295341491699
this challenge took me completely by surprise!,surprise,0.9535461664199829
I never expected my friends to happen!,surprise,0.9312193989753723
This this gift is completely unacceptable!,anger,0.6913625001907349
How dare they my health!,anger,0.985458254814148
I noticed this place today.,surprise,0.7469606399536133
this surprise is the love of my life!,surprise,0.8859722018241882
I feel such deep love for this place.,joy,0.9531453251838684
This this achievement has left me heartbroken.,sadness,0.9879000186920166
My heart is full of joy because of this book.,joy,0.9912503957748413
I feel absolutely delighted by my friends.,joy,0.9908556938171387
My anxiety about this opportunity is overwhelming.,fear,0.9915938377380371
My love for this movie knows no bounds.,joy,0.9449340105056763
I noticed the past today.,neutral,0.6500413417816162
My love for this food knows no bounds.,joy,0.9378967881202698
this book has me seeing red!,surprise,0.796974241733551
My heart is full of joy because of this event.,joy,0.9918143153190613
I'm terrified of this movie!,fear,0.9918879866600037
My love for this event knows no bounds.,joy,0.9222227334976196
I'm grieving over the past.,sadness,0.9788249135017395
this discovery doesn't affect me much.,neutral,0.8208945393562317
This this discovery is quite ordinary.,surprise,0.7015936374664307
I'm in the depths of despair because of this discovery.,fear,0.8964294195175171
I'm in the depths of despair because of this movie.,fear,0.8661922216415405
My heart aches because of this food.,sadness,0.923682689666748
I adore this memory with all my heart!,joy,0.9783015251159668
I'm so happy about the future!,joy,0.9817513823509216
I'm enraged by this food!,anger,0.9853544235229492
I'm head over heels for this movie!,anger,0.31518858671188354
I'm grieving over this gift.,sadness,0.9842911958694458
The thought of this realization fills me with dread.,fear,0.9874987006187439
Wow! I can't believe this realization happened!,surprise,0.9771826863288879
What a wonderful these changes we're experiencing!,joy,0.8573887944221497
My heart aches because of my finances.,sadness,0.9684582352638245
This this movie has me feeling blue.,sadness,0.9247809052467346
I never expected this conversation to happen!,surprise,0.9550881385803223
How dare they this decision!,anger,0.9821071028709412
I'm completely enamored with the future!,joy,0.946699321269989
the news left me speechless!,fear,0.5549827218055725
The thought of the news fills me with dread.,fear,0.9894331097602844
My jaw dropped when I saw my relationship!,surprise,0.6085594296455383
What an unexpected my relationship!,surprise,0.8922513127326965
I feel such deep love for this gift.,joy,0.9722211360931396
I observed my relationship without much reaction.,disgust,0.8802010416984558
I can't stop crying about this challenge.,sadness,0.9188714623451233
I feel such deep love for my health.,joy,0.9626171588897705
I'm over the moon about this failure!,disgust,0.3057557940483093
this memory left me speechless!,surprise,0.6894189119338989
I cherish this moment more than words can say.,joy,0.822224497795105
I'm absolutely furious about this decision!,anger,0.9822579026222229
My soul is filled with love because of the future.,sadness,0.5502386093139648
I'm paralyzed with fear about this gift.,fear,0.989408016204834
my friends makes me feel ecstatic!,joy,0.9859243035316467
I cherish these changes more than words can say.,joy,0.7798869013786316
I'm overwhelmed with sorrow about the news.,sadness,0.8059152960777283
My anxiety about this achievement is overwhelming.,fear,0.9901643395423889
I'm indifferent about this event.,disgust,0.7137370705604553
The thought of my health fills me with dread.,fear,0.9906743168830872
Tears won't stop falling because of this surprise.,surprise,0.8088459968566895
I'm astonished by my relationship!,surprise,0.9738715291023254
I cherish this challenge more than words can say.,joy,0.8785374164581299
My love for this memory knows no bounds.,joy,0.6931765079498291
I noticed this decision today.,surprise,0.8079658150672913
My heart is full of joy because of the weather.,joy,0.9888026118278503
I noticed this song today.,surprise,0.5558471083641052
This this gift is quite ordinary.,surprise,0.5824797749519348
I cherish this book more than words can say.,joy,0.825059711933136
My soul is filled with love because of this conversation.,joy,0.6412470936775208
the news is my worst nightmare!,fear,0.7261701226234436
This this movie scares me to death!,fear,0.9712372422218323
My anxiety about my family is overwhelming.,fear,0.9923815131187439
This my finances has me feeling blue.,sadness,0.9097526669502258
I'm in the depths of despair because of the news.,fear,0.8494665026664734
What an unexpected my relationship!,surprise,0.8922513127326965
There's nothing special about my finances.,neutral,0.8807000517845154
This the future is completely unacceptable!,anger,0.7074503898620605
I never expected my family to happen!,surprise,0.9233989119529724
I can't stop smiling about these changes!,joy,0.9582304358482361
This this realization came out of nowhere!,surprise,0.9130789637565613
I'm enraged by the weather!,anger,0.9857550859451294
I'm absolutely furious about the past!,anger,0.9818686842918396
I never expected this opportunity to happen!,surprise,0.944343090057373
My heart is full of joy because of this challenge.,joy,0.9905691146850586
I noticed the past today.,neutral,0.6500413417816162
I can't handle the fear of my finances.,fear,0.9874602556228638
I'm feeling so down about my friends...,sadness,0.9883274435997009
I'm astonished by this surprise!,surprise,0.9795486927032471
This this food is quite ordinary.,neutral,0.6048673987388611
I'm shaking with fear because of this song.,fear,0.9941628575325012
My affection for this surprise grows every day.,joy,0.7778424620628357
I'm shaking with fear because of this event.,fear,0.9941192865371704
this event left me speechless!,surprise,0.6423421502113342
My heart is full of joy because of the past.,joy,0.979706883430481
This this moment makes me so angry I could scream!,anger,0.9865210056304932
I'm completely enamored with my job!,anger,0.5744044780731201
I can't stop smiling about this opportunity!,joy,0.9748495817184448
My soul is filled with love because of this discovery.,joy,0.8775041699409485
This this event is neither good nor bad.,disgust,0.77862548828125
My anxiety about this situation is overwhelming.,fear,0.9912972450256348
How dare they this opportunity!,anger,0.9862416982650757
This this discovery is neither good nor bad.,disgust,0.7408852577209473
this discovery doesn't affect me much.,neutral,0.8208945393562317
I'm completely shocked by my job!,surprise,0.9780322313308716
My blood is boiling because of the future!,anger,0.9924644231796265
This is the best day ever because of this movie!,joy,0.7999056577682495
I can't sleep because I'm so scared of this moment.,fear,0.9912152290344238
My heart aches because of my relationship.,sadness,0.9682130813598633
My blood is boiling because of the past!,anger,0.9914724826812744
What a wonderful this book we're experiencing!,joy,0.9472690224647522
What a wonderful this song we're experiencing!,joy,0.9412867426872253
I adore this achievement with all my heart!,joy,0.9809797406196594
this achievement doesn't affect me much.,neutral,0.7488043308258057
these changes is making me feel so lonely.,sadness,0.9750644564628601
I'm over the moon about this memory!,surprise,0.4944314956665039
this movie left me speechless!,surprise,0.7023347020149231
My heart aches because of the future.,sadness,0.9548957347869873
The thought of this place fills me with dread.,fear,0.9883025288581848
I observed this decision without much reaction.,disgust,0.7057458162307739
my relationship is my worst nightmare!,fear,0.8042507767677307
I can't handle the fear of my family.,fear,0.9908297061920166
I'm feeling so down about this moment...,sadness,0.9754642248153687
I observed this book without much reaction.,disgust,0.9468521475791931
I can't handle the fear of this failure.,fear,0.983661949634552
I'm grieving over this failure.,sadness,0.9858042001724243
I can't sleep because I'm so scared of this achievement.,fear,0.9912934899330139
This is the best day ever because of this situation!,joy,0.8146213889122009
This is the best day ever because of this opportunity!,joy,0.8519312739372253
There's nothing special about this challenge.,neutral,0.8807106018066406
This the past has me feeling blue.,sadness,0.9523254036903381
I'm flabbergasted by these changes!,surprise,0.9505196809768677
I'm terrified of this realization!,fear,0.9922490119934082
I cherish this situation more than words can say.,joy,0.8089131116867065
This this song came out of nowhere!,surprise,0.9119359850883484
I'm overwhelmed with sorrow about this memory.,sadness,0.7623533606529236
My love for this decision knows no bounds.,joy,0.6289498209953308
This this discovery scares me to death!,fear,0.9740691781044006
How dare they the future!,anger,0.9848299026489258
I'm absolutely furious about the future!,anger,0.983767032623291
I can't stop crying about the weather.,sadness,0.9509423971176147
this decision is making me feel so lonely.,sadness,0.9799041748046875
I feel such deep love for this food.,joy,0.9400455355644226
I'm overwhelmed with sorrow about this song.,sadness,0.7097148895263672
This my job is neither good nor bad.,joy,0.5751956701278687
I'm so happy about my relationship!,joy,0.9839587211608887
I feel absolutely delighted by this achievement.,joy,0.9893152713775635
Tears won't stop falling because of this event.,sadness,0.7495557069778442
this decision makes me feel ecstatic!,joy,0.9820386171340942
