text,emotion,confidence_score
I observed these changes without much reaction.,disgust,0.46887144446372986
This this failure is neither good nor bad.,disgust,0.5276339650154114
I'm indifferent about this song.,disgust,0.7010663747787476
My affection for this situation grows every day.,disgust,0.43740156292915344
I observed my relationship without much reaction.,disgust,0.8802010416984558
this gift is my worst nightmare!,disgust,0.6469921469688416
this memory is my worst nightmare!,disgust,0.6980053782463074
I observed the news without much reaction.,disgust,0.903887927532196
I observed the past without much reaction.,disgust,0.7400106191635132
this failure is my worst nightmare!,disgust,0.5235680341720581
this food is my worst nightmare!,disgust,0.7922070026397705
this movie is my worst nightmare!,disgust,0.754046618938446
This this gift is neither good nor bad.,disgust,0.809571385383606
I observed this song without much reaction.,disgust,0.8752188086509705
I observed this discovery without much reaction.,disgust,0.6929880976676941
I observed these changes without much reaction.,disgust,0.46887144446372986
This this movie is neither good nor bad.,disgust,0.740314245223999
I observed this opportunity without much reaction.,disgust,0.4869861900806427
This this place is neither good nor bad.,disgust,0.9321080446243286
I observed this event without much reaction.,disgust,0.789496660232544
I'm indifferent about this challenge.,disgust,0.5485082864761353
I'm indifferent about this challenge.,disgust,0.5485082864761353
I'm indifferent about my friends.,disgust,0.703375518321991
I observed my finances without much reaction.,disgust,0.6927079558372498
I observed this realization without much reaction.,disgust,0.7768495678901672
I observed my relationship without much reaction.,disgust,0.8802010416984558
This my friends is neither good nor bad.,disgust,0.8888435959815979
I'm indifferent about this discovery.,disgust,0.6768708229064941
I observed my finances without much reaction.,disgust,0.6927079558372498
I observed my job without much reaction.,disgust,0.8526195287704468
this movie is my worst nightmare!,disgust,0.754046618938446
I observed my health without much reaction.,disgust,0.6614068746566772
I observed these changes without much reaction.,disgust,0.46887144446372986
I'm indifferent about my family.,disgust,0.5367454886436462
I'm indifferent about this realization.,disgust,0.5953177213668823
This this situation is neither good nor bad.,disgust,0.6158469915390015
I observed my health without much reaction.,disgust,0.6614068746566772
I observed this memory without much reaction.,disgust,0.660762369632721
I'm indifferent about my job.,disgust,0.521590530872345
I observed this movie without much reaction.,disgust,0.965086042881012
I observed these changes without much reaction.,disgust,0.46887144446372986
I observed this situation without much reaction.,disgust,0.8858863115310669
This this conversation is neither good nor bad.,disgust,0.8020606637001038
This this failure is neither good nor bad.,disgust,0.5276339650154114
this gift is my worst nightmare!,disgust,0.6469921469688416
I observed my friends without much reaction.,disgust,0.9257981777191162
I observed this song without much reaction.,disgust,0.8752188086509705
I'm indifferent about this decision.,disgust,0.6133397817611694
This my relationship is neither good nor bad.,disgust,0.4199434816837311
the past is my worst nightmare!,disgust,0.5623984336853027
This this food is completely unacceptable!,disgust,0.6047540903091431
This this conversation is neither good nor bad.,disgust,0.8020606637001038
I observed this discovery without much reaction.,disgust,0.6929880976676941
This this place is quite ordinary.,disgust,0.37884461879730225
This this situation is neither good nor bad.,disgust,0.6158469915390015
I'm indifferent about my health.,disgust,0.45084354281425476
I observed this moment without much reaction.,disgust,0.7377836108207703
this book is my worst nightmare!,disgust,0.7536811828613281
This this discovery is neither good nor bad.,disgust,0.7408852577209473
I observed the weather without much reaction.,disgust,0.6544298529624939
This this situation is neither good nor bad.,disgust,0.6158469915390015
I'm indifferent about this event.,disgust,0.7137370705604553
I'm indifferent about my finances.,disgust,0.45375898480415344
I observed my health without much reaction.,disgust,0.6614068746566772
This the past is neither good nor bad.,disgust,0.4486968219280243
I'm indifferent about this discovery.,disgust,0.6768708229064941
this conversation is my worst nightmare!,disgust,0.6866495609283447
This this place is neither good nor bad.,disgust,0.9321080446243286
this food is my worst nightmare!,disgust,0.7922070026397705
I'm indifferent about my friends.,disgust,0.703375518321991
I'm indifferent about my job.,disgust,0.521590530872345
This this food is neither good nor bad.,disgust,0.8695157766342163
this situation is my worst nightmare!,disgust,0.7620393633842468
this book is my worst nightmare!,disgust,0.7536811828613281
I'm indifferent about this achievement.,disgust,0.675133228302002
this place doesn't affect me much.,disgust,0.5062622427940369
I observed this memory without much reaction.,disgust,0.660762369632721
I'm indifferent about the news.,disgust,0.73308265209198
This this challenge is neither good nor bad.,disgust,0.5721831917762756
I observed this realization without much reaction.,disgust,0.7768495678901672
This this decision is neither good nor bad.,disgust,0.5297880172729492
This this memory is neither good nor bad.,disgust,0.7758208513259888
this event is my worst nightmare!,disgust,0.6602277755737305
This this discovery is neither good nor bad.,disgust,0.7408852577209473
This this moment is neither good nor bad.,disgust,0.8693352341651917
I'm indifferent about this food.,disgust,0.7653436064720154
I'm over the moon about this failure!,disgust,0.3057557940483093
I observed this decision without much reaction.,disgust,0.7057458162307739
This this gift is neither good nor bad.,disgust,0.809571385383606
I observed the news without much reaction.,disgust,0.903887927532196
this conversation is my worst nightmare!,disgust,0.6866495609283447
I'm indifferent about this situation.,disgust,0.567813515663147
I observed this gift without much reaction.,disgust,0.8876827359199524
This this food is neither good nor bad.,disgust,0.8695157766342163
This this food is neither good nor bad.,disgust,0.8695157766342163
I observed my relationship without much reaction.,disgust,0.8802010416984558
I observed this discovery without much reaction.,disgust,0.6929880976676941
This this challenge is neither good nor bad.,disgust,0.5721831917762756
I observed this realization without much reaction.,disgust,0.7768495678901672
I observed this situation without much reaction.,disgust,0.8858863115310669
this book is my worst nightmare!,disgust,0.7536811828613281
I'm indifferent about my friends.,disgust,0.703375518321991
I observed this discovery without much reaction.,disgust,0.6929880976676941
This this food is completely unacceptable!,disgust,0.6047540903091431
This this book is neither good nor bad.,disgust,0.8402488231658936
I observed this discovery without much reaction.,disgust,0.6929880976676941
I observed the future without much reaction.,disgust,0.6398571133613586
this song is my worst nightmare!,disgust,0.7088855504989624
I observed the news without much reaction.,disgust,0.903887927532196
I observed the weather without much reaction.,disgust,0.6544298529624939
I'm indifferent about this song.,disgust,0.7010663747787476
I'm indifferent about my job.,disgust,0.521590530872345
this realization is my worst nightmare!,disgust,0.6219531297683716
I observed my finances without much reaction.,disgust,0.6927079558372498
I'm over the moon about this failure!,disgust,0.3057557940483093
I observed this discovery without much reaction.,disgust,0.6929880976676941
I observed this moment without much reaction.,disgust,0.7377836108207703
I observed this food without much reaction.,disgust,0.976306140422821
I'm indifferent about the news.,disgust,0.73308265209198
I observed this event without much reaction.,disgust,0.789496660232544
I observed the news without much reaction.,disgust,0.903887927532196
this failure is my worst nightmare!,disgust,0.5235680341720581
I observed this situation without much reaction.,disgust,0.8858863115310669
This this memory is neither good nor bad.,disgust,0.7758208513259888
I observed this discovery without much reaction.,disgust,0.6929880976676941
I'm indifferent about this place.,disgust,0.8024829030036926
I'm indifferent about this situation.,disgust,0.567813515663147
I'm indifferent about my friends.,disgust,0.703375518321991
this song is my worst nightmare!,disgust,0.7088855504989624
I'm indifferent about this realization.,disgust,0.5953177213668823
I observed my health without much reaction.,disgust,0.6614068746566772
I'm over the moon about this failure!,disgust,0.3057557940483093
This this achievement is neither good nor bad.,disgust,0.650068998336792
This this moment is neither good nor bad.,disgust,0.8693352341651917
I observed these changes without much reaction.,disgust,0.46887144446372986
This this memory is neither good nor bad.,disgust,0.7758208513259888
I'm over the moon about this failure!,disgust,0.3057557940483093
this achievement is my worst nightmare!,disgust,0.711073637008667
this memory is my worst nightmare!,disgust,0.6980053782463074
This this gift is neither good nor bad.,disgust,0.809571385383606
I'm indifferent about this song.,disgust,0.7010663747787476
I observed this book without much reaction.,disgust,0.9468521475791931
I'm indifferent about the weather.,disgust,0.38391223549842834
This this conversation is neither good nor bad.,disgust,0.8020606637001038
I observed these changes without much reaction.,disgust,0.46887144446372986
these changes is my worst nightmare!,disgust,0.670417845249176
this place is my worst nightmare!,disgust,0.7940683364868164
This this food is completely unacceptable!,disgust,0.6047540903091431
the past is my worst nightmare!,disgust,0.5623984336853027
I'm indifferent about this event.,disgust,0.7137370705604553
I observed this memory without much reaction.,disgust,0.660762369632721
This this failure is quite ordinary.,disgust,0.43763405084609985
this book is my worst nightmare!,disgust,0.7536811828613281
I'm indifferent about this opportunity.,disgust,0.5229787826538086
I'm indifferent about this failure.,disgust,0.526874303817749
I observed this event without much reaction.,disgust,0.789496660232544
This this failure is neither good nor bad.,disgust,0.5276339650154114
I observed the news without much reaction.,disgust,0.903887927532196
This my friends is neither good nor bad.,disgust,0.8888435959815979
This this food is neither good nor bad.,disgust,0.8695157766342163
I'm indifferent about this realization.,disgust,0.5953177213668823
this realization is my worst nightmare!,disgust,0.6219531297683716
I'm indifferent about this discovery.,disgust,0.6768708229064941
This this place is neither good nor bad.,disgust,0.9321080446243286
I'm indifferent about this moment.,disgust,0.5705317258834839
I'm indifferent about my job.,disgust,0.521590530872345
this failure is my worst nightmare!,disgust,0.5235680341720581
This this event is neither good nor bad.,disgust,0.77862548828125
This this achievement is neither good nor bad.,disgust,0.650068998336792
this moment is my worst nightmare!,disgust,0.6148384809494019
I observed this discovery without much reaction.,disgust,0.6929880976676941
I'm indifferent about this challenge.,disgust,0.5485082864761353
I'm indifferent about my family.,disgust,0.5367454886436462
This this conversation is neither good nor bad.,disgust,0.8020606637001038
I observed the future without much reaction.,disgust,0.6398571133613586
I observed this decision without much reaction.,disgust,0.7057458162307739
This this memory is neither good nor bad.,disgust,0.7758208513259888
I observed my friends without much reaction.,disgust,0.9257981777191162
this place is my worst nightmare!,disgust,0.7940683364868164
I'm indifferent about this failure.,disgust,0.526874303817749
This this memory is neither good nor bad.,disgust,0.7758208513259888
This these changes is neither good nor bad.,disgust,0.750845193862915
I'm indifferent about this achievement.,disgust,0.675133228302002
This this decision is neither good nor bad.,disgust,0.5297880172729492
I observed this gift without much reaction.,disgust,0.8876827359199524
this discovery is my worst nightmare!,disgust,0.6914102435112
I observed this moment without much reaction.,disgust,0.7377836108207703
this failure is my worst nightmare!,disgust,0.5235680341720581
this food is my worst nightmare!,disgust,0.7922070026397705
this memory is my worst nightmare!,disgust,0.6980053782463074
I observed this realization without much reaction.,disgust,0.7768495678901672
I'm indifferent about my friends.,disgust,0.703375518321991
this achievement is my worst nightmare!,disgust,0.711073637008667
This this conversation is neither good nor bad.,disgust,0.8020606637001038
I'm indifferent about this moment.,disgust,0.5705317258834839
I'm indifferent about this event.,disgust,0.7137370705604553
I observed my relationship without much reaction.,disgust,0.8802010416984558
this place doesn't affect me much.,disgust,0.5062622427940369
This this song is neither good nor bad.,disgust,0.8694416880607605
this decision is my worst nightmare!,disgust,0.49864545464515686
I observed this song without much reaction.,disgust,0.8752188086509705
I'm indifferent about this gift.,disgust,0.6658198237419128
This this gift is neither good nor bad.,disgust,0.809571385383606
this discovery is my worst nightmare!,disgust,0.6914102435112
I'm indifferent about my family.,disgust,0.5367454886436462
This my friends is neither good nor bad.,disgust,0.8888435959815979
this place is my worst nightmare!,disgust,0.7940683364868164
This this discovery is neither good nor bad.,disgust,0.7408852577209473
this book is my worst nightmare!,disgust,0.7536811828613281
This this failure is neither good nor bad.,disgust,0.5276339650154114
This this food is neither good nor bad.,disgust,0.8695157766342163
I observed this movie without much reaction.,disgust,0.965086042881012
I'm indifferent about my job.,disgust,0.521590530872345
I'm indifferent about my relationship.,disgust,0.5025015473365784
this gift is my worst nightmare!,disgust,0.6469921469688416
This this challenge is neither good nor bad.,disgust,0.5721831917762756
This this failure is quite ordinary.,disgust,0.43763405084609985
this decision is my worst nightmare!,disgust,0.49864545464515686
I'm indifferent about this memory.,disgust,0.6118552684783936
I'm indifferent about this book.,disgust,0.7385155558586121
I observed the future without much reaction.,disgust,0.6398571133613586
this situation is my worst nightmare!,disgust,0.7620393633842468
I'm indifferent about this movie.,disgust,0.7249715924263
I'm indifferent about my finances.,disgust,0.45375898480415344
I observed this achievement without much reaction.,disgust,0.6404076814651489
I observed this song without much reaction.,disgust,0.8752188086509705
This this food is neither good nor bad.,disgust,0.8695157766342163
I observed this challenge without much reaction.,disgust,0.6885496973991394
this conversation is my worst nightmare!,disgust,0.6866495609283447
This the news is completely unacceptable!,disgust,0.4903585612773895
This this book is neither good nor bad.,disgust,0.8402488231658936
I observed this challenge without much reaction.,disgust,0.6885496973991394
I observed my job without much reaction.,disgust,0.8526195287704468
I observed this situation without much reaction.,disgust,0.8858863115310669
I observed this decision without much reaction.,disgust,0.7057458162307739
I'm indifferent about my family.,disgust,0.5367454886436462
I'm indifferent about my relationship.,disgust,0.5025015473365784
I'm indifferent about this situation.,disgust,0.567813515663147
this failure is my worst nightmare!,disgust,0.5235680341720581
I'm indifferent about this song.,disgust,0.7010663747787476
I observed the past without much reaction.,disgust,0.7400106191635132
I'm indifferent about this failure.,disgust,0.526874303817749
This this failure is quite ordinary.,disgust,0.43763405084609985
I observed this failure without much reaction.,disgust,0.7060166597366333
I'm indifferent about my family.,disgust,0.5367454886436462
This this achievement is neither good nor bad.,disgust,0.650068998336792
this book is my worst nightmare!,disgust,0.7536811828613281
I observed this movie without much reaction.,disgust,0.965086042881012
This this failure is neither good nor bad.,disgust,0.5276339650154114
This my family is neither good nor bad.,disgust,0.5000379085540771
I'm indifferent about the future.,disgust,0.48055124282836914
I'm indifferent about my family.,disgust,0.5367454886436462
I'm over the moon about this failure!,disgust,0.3057557940483093
I'm indifferent about the weather.,disgust,0.38391223549842834
This my family is neither good nor bad.,disgust,0.5000379085540771
I observed this gift without much reaction.,disgust,0.8876827359199524
I'm indifferent about this realization.,disgust,0.5953177213668823
I observed this failure without much reaction.,disgust,0.7060166597366333
I observed this opportunity without much reaction.,disgust,0.4869861900806427
I observed my friends without much reaction.,disgust,0.9257981777191162
this realization is my worst nightmare!,disgust,0.6219531297683716
I'm indifferent about my friends.,disgust,0.703375518321991
I observed this gift without much reaction.,disgust,0.8876827359199524
I'm indifferent about this memory.,disgust,0.6118552684783936
This the news is completely unacceptable!,disgust,0.4903585612773895
this situation is my worst nightmare!,disgust,0.7620393633842468
this movie is my worst nightmare!,disgust,0.754046618938446
This this conversation is neither good nor bad.,disgust,0.8020606637001038
This this opportunity is neither good nor bad.,disgust,0.4768041968345642
this situation is my worst nightmare!,disgust,0.7620393633842468
This this failure is quite ordinary.,disgust,0.43763405084609985
This the past is neither good nor bad.,disgust,0.4486968219280243
I observed this song without much reaction.,disgust,0.8752188086509705
this memory is my worst nightmare!,disgust,0.6980053782463074
I observed this achievement without much reaction.,disgust,0.6404076814651489
I'm indifferent about the news.,disgust,0.73308265209198
This this achievement is neither good nor bad.,disgust,0.650068998336792
I observed this food without much reaction.,disgust,0.976306140422821
I observed this movie without much reaction.,disgust,0.965086042881012
I observed this moment without much reaction.,disgust,0.7377836108207703
This the past is neither good nor bad.,disgust,0.4486968219280243
I'm indifferent about this movie.,disgust,0.7249715924263
I observed this gift without much reaction.,disgust,0.8876827359199524
This this realization is neither good nor bad.,disgust,0.650974690914154
This this event is neither good nor bad.,disgust,0.77862548828125
I observed this failure without much reaction.,disgust,0.7060166597366333
I observed the weather without much reaction.,disgust,0.6544298529624939
this decision is my worst nightmare!,disgust,0.49864545464515686
I observed this memory without much reaction.,disgust,0.660762369632721
I'm indifferent about this memory.,disgust,0.6118552684783936
I observed my relationship without much reaction.,disgust,0.8802010416984558
I observed the future without much reaction.,disgust,0.6398571133613586
This this song is neither good nor bad.,disgust,0.8694416880607605
this failure is my worst nightmare!,disgust,0.5235680341720581
this decision is my worst nightmare!,disgust,0.49864545464515686
This my relationship is neither good nor bad.,disgust,0.4199434816837311
I observed this food without much reaction.,disgust,0.976306140422821
This this memory is neither good nor bad.,disgust,0.7758208513259888
this song is my worst nightmare!,disgust,0.7088855504989624
this challenge is my worst nightmare!,disgust,0.44986453652381897
This these changes is neither good nor bad.,disgust,0.750845193862915
I observed these changes without much reaction.,disgust,0.46887144446372986
This this book is neither good nor bad.,disgust,0.8402488231658936
This this failure is quite ordinary.,disgust,0.43763405084609985
I observed this place without much reaction.,disgust,0.962831974029541
This my relationship is neither good nor bad.,disgust,0.4199434816837311
I observed this movie without much reaction.,disgust,0.965086042881012
I observed this movie without much reaction.,disgust,0.965086042881012
I observed this moment without much reaction.,disgust,0.7377836108207703
I observed this conversation without much reaction.,disgust,0.918975830078125
I observed my friends without much reaction.,disgust,0.9257981777191162
I observed this gift without much reaction.,disgust,0.8876827359199524
this failure is my worst nightmare!,disgust,0.5235680341720581
I'm indifferent about the future.,disgust,0.48055124282836914
I observed my finances without much reaction.,disgust,0.6927079558372498
I observed these changes without much reaction.,disgust,0.46887144446372986
I observed this realization without much reaction.,disgust,0.7768495678901672
this discovery is my worst nightmare!,disgust,0.6914102435112
This this memory is neither good nor bad.,disgust,0.7758208513259888
I observed my job without much reaction.,disgust,0.8526195287704468
This my relationship is neither good nor bad.,disgust,0.4199434816837311
this moment is my worst nightmare!,disgust,0.6148384809494019
This this food is completely unacceptable!,disgust,0.6047540903091431
this gift is my worst nightmare!,disgust,0.6469921469688416
I'm indifferent about my relationship.,disgust,0.5025015473365784
I observed this moment without much reaction.,disgust,0.7377836108207703
I observed my health without much reaction.,disgust,0.6614068746566772
This this discovery is neither good nor bad.,disgust,0.7408852577209473
I'm indifferent about my health.,disgust,0.45084354281425476
This this discovery is neither good nor bad.,disgust,0.7408852577209473
this situation is my worst nightmare!,disgust,0.7620393633842468
these changes is my worst nightmare!,disgust,0.670417845249176
This this memory is neither good nor bad.,disgust,0.7758208513259888
I'm indifferent about this movie.,disgust,0.7249715924263
This the past is neither good nor bad.,disgust,0.4486968219280243
I'm indifferent about the news.,disgust,0.73308265209198
This this movie is neither good nor bad.,disgust,0.740314245223999
I'm indifferent about this memory.,disgust,0.6118552684783936
This this gift is neither good nor bad.,disgust,0.809571385383606
I'm indifferent about the future.,disgust,0.48055124282836914
I observed my job without much reaction.,disgust,0.8526195287704468
This this achievement is neither good nor bad.,disgust,0.650068998336792
This this situation is neither good nor bad.,disgust,0.6158469915390015
I observed my family without much reaction.,disgust,0.8508309721946716
I observed this gift without much reaction.,disgust,0.8876827359199524
I observed this memory without much reaction.,disgust,0.660762369632721
I observed the future without much reaction.,disgust,0.6398571133613586
this realization is my worst nightmare!,disgust,0.6219531297683716
I observed this book without much reaction.,disgust,0.9468521475791931
this discovery is my worst nightmare!,disgust,0.6914102435112
this event is my worst nightmare!,disgust,0.6602277755737305
My affection for this situation grows every day.,disgust,0.43740156292915344
This this movie is neither good nor bad.,disgust,0.740314245223999
I observed this event without much reaction.,disgust,0.789496660232544
This this place is quite ordinary.,disgust,0.37884461879730225
I'm indifferent about this song.,disgust,0.7010663747787476
this achievement is my worst nightmare!,disgust,0.711073637008667
This this failure is quite ordinary.,disgust,0.43763405084609985
I'm indifferent about my relationship.,disgust,0.5025015473365784
I'm indifferent about this moment.,disgust,0.5705317258834839
I observed this song without much reaction.,disgust,0.8752188086509705
I'm indifferent about this food.,disgust,0.7653436064720154
I observed my job without much reaction.,disgust,0.8526195287704468
this failure is my worst nightmare!,disgust,0.5235680341720581
I observed this realization without much reaction.,disgust,0.7768495678901672
I'm over the moon about this failure!,disgust,0.3057557940483093
I observed this opportunity without much reaction.,disgust,0.4869861900806427
I'm indifferent about this conversation.,disgust,0.6713384985923767
I'm indifferent about this failure.,disgust,0.526874303817749
This the past is neither good nor bad.,disgust,0.4486968219280243
I observed my health without much reaction.,disgust,0.6614068746566772
this failure is my worst nightmare!,disgust,0.5235680341720581
I observed this opportunity without much reaction.,disgust,0.4869861900806427
I'm indifferent about this failure.,disgust,0.526874303817749
the past is my worst nightmare!,disgust,0.5623984336853027
I'm indifferent about this gift.,disgust,0.6658198237419128
I'm indifferent about these changes.,disgust,0.5313972234725952
I observed the future without much reaction.,disgust,0.6398571133613586
This this discovery is neither good nor bad.,disgust,0.7408852577209473
I'm indifferent about this memory.,disgust,0.6118552684783936
I observed this failure without much reaction.,disgust,0.7060166597366333
I'm indifferent about my job.,disgust,0.521590530872345
My affection for this situation grows every day.,disgust,0.43740156292915344
I observed the future without much reaction.,disgust,0.6398571133613586
this moment is my worst nightmare!,disgust,0.6148384809494019
I observed this gift without much reaction.,disgust,0.8876827359199524
I observed my finances without much reaction.,disgust,0.6927079558372498
this memory is my worst nightmare!,disgust,0.6980053782463074
I observed these changes without much reaction.,disgust,0.46887144446372986
I observed this failure without much reaction.,disgust,0.7060166597366333
I observed my job without much reaction.,disgust,0.8526195287704468
this memory is my worst nightmare!,disgust,0.6980053782463074
I'm indifferent about this realization.,disgust,0.5953177213668823
This this food is completely unacceptable!,disgust,0.6047540903091431
This this discovery is neither good nor bad.,disgust,0.7408852577209473
This this book is neither good nor bad.,disgust,0.8402488231658936
This this place is neither good nor bad.,disgust,0.9321080446243286
I'm indifferent about this achievement.,disgust,0.675133228302002
this book is my worst nightmare!,disgust,0.7536811828613281
This the news is completely unacceptable!,disgust,0.4903585612773895
I'm indifferent about this challenge.,disgust,0.5485082864761353
this gift is my worst nightmare!,disgust,0.6469921469688416
this realization is my worst nightmare!,disgust,0.6219531297683716
this conversation is my worst nightmare!,disgust,0.6866495609283447
This this book is neither good nor bad.,disgust,0.8402488231658936
This this place is quite ordinary.,disgust,0.37884461879730225
This the past is neither good nor bad.,disgust,0.4486968219280243
this moment is my worst nightmare!,disgust,0.6148384809494019
This this book is neither good nor bad.,disgust,0.8402488231658936
this event is my worst nightmare!,disgust,0.6602277755737305
I'm indifferent about my health.,disgust,0.45084354281425476
This these changes is neither good nor bad.,disgust,0.750845193862915
This this failure is quite ordinary.,disgust,0.43763405084609985
I'm indifferent about this moment.,disgust,0.5705317258834839
My affection for this failure grows every day.,disgust,0.5477195978164673
I observed this achievement without much reaction.,disgust,0.6404076814651489
I'm indifferent about this decision.,disgust,0.6133397817611694
I observed this event without much reaction.,disgust,0.789496660232544
I'm indifferent about this place.,disgust,0.8024829030036926
I'm indifferent about this conversation.,disgust,0.6713384985923767
I observed this situation without much reaction.,disgust,0.8858863115310669
This this achievement is neither good nor bad.,disgust,0.650068998336792
I'm indifferent about this memory.,disgust,0.6118552684783936
I observed this movie without much reaction.,disgust,0.965086042881012
I observed this movie without much reaction.,disgust,0.965086042881012
I'm indifferent about this movie.,disgust,0.7249715924263
this failure is my worst nightmare!,disgust,0.5235680341720581
I'm indifferent about this place.,disgust,0.8024829030036926
I observed this challenge without much reaction.,disgust,0.6885496973991394
I'm indifferent about the news.,disgust,0.73308265209198
This my relationship is neither good nor bad.,disgust,0.4199434816837311
I observed this song without much reaction.,disgust,0.8752188086509705
This these changes is neither good nor bad.,disgust,0.750845193862915
I'm indifferent about this opportunity.,disgust,0.5229787826538086
I observed my job without much reaction.,disgust,0.8526195287704468
I'm indifferent about this food.,disgust,0.7653436064720154
I'm indifferent about the future.,disgust,0.48055124282836914
I observed this event without much reaction.,disgust,0.789496660232544
I observed this event without much reaction.,disgust,0.789496660232544
I observed this discovery without much reaction.,disgust,0.6929880976676941
I observed this achievement without much reaction.,disgust,0.6404076814651489
this realization is my worst nightmare!,disgust,0.6219531297683716
I observed this song without much reaction.,disgust,0.8752188086509705
I observed my health without much reaction.,disgust,0.6614068746566772
This the past is neither good nor bad.,disgust,0.4486968219280243
I'm indifferent about this opportunity.,disgust,0.5229787826538086
This this food is neither good nor bad.,disgust,0.8695157766342163
This this place is neither good nor bad.,disgust,0.9321080446243286
I'm indifferent about my family.,disgust,0.5367454886436462
This this memory is neither good nor bad.,disgust,0.7758208513259888
I'm indifferent about this achievement.,disgust,0.675133228302002
I observed this achievement without much reaction.,disgust,0.6404076814651489
I'm indifferent about this opportunity.,disgust,0.5229787826538086
I observed this memory without much reaction.,disgust,0.660762369632721
this book is my worst nightmare!,disgust,0.7536811828613281
This this food is neither good nor bad.,disgust,0.8695157766342163
I'm indifferent about the future.,disgust,0.48055124282836914
I observed my health without much reaction.,disgust,0.6614068746566772
I observed this achievement without much reaction.,disgust,0.6404076814651489
This my relationship is neither good nor bad.,disgust,0.4199434816837311
My affection for this situation grows every day.,disgust,0.43740156292915344
I'm indifferent about this challenge.,disgust,0.5485082864761353
I'm indifferent about this situation.,disgust,0.567813515663147
I observed my health without much reaction.,disgust,0.6614068746566772
I'm indifferent about this food.,disgust,0.7653436064720154
This this moment is neither good nor bad.,disgust,0.8693352341651917
this conversation is my worst nightmare!,disgust,0.6866495609283447
I'm indifferent about my health.,disgust,0.45084354281425476
I observed the past without much reaction.,disgust,0.7400106191635132
I observed this memory without much reaction.,disgust,0.660762369632721
I observed this realization without much reaction.,disgust,0.7768495678901672
I observed this memory without much reaction.,disgust,0.660762369632721
This this opportunity is neither good nor bad.,disgust,0.4768041968345642
I'm indifferent about this realization.,disgust,0.5953177213668823
I'm indifferent about my relationship.,disgust,0.5025015473365784
This this failure is neither good nor bad.,disgust,0.5276339650154114
I observed this movie without much reaction.,disgust,0.965086042881012
this conversation is my worst nightmare!,disgust,0.6866495609283447
I'm indifferent about my relationship.,disgust,0.5025015473365784
This this song is neither good nor bad.,disgust,0.8694416880607605
this challenge is my worst nightmare!,disgust,0.44986453652381897
I observed this place without much reaction.,disgust,0.962831974029541
I observed my health without much reaction.,disgust,0.6614068746566772
this discovery is my worst nightmare!,disgust,0.6914102435112
this memory is my worst nightmare!,disgust,0.6980053782463074
I'm indifferent about my job.,disgust,0.521590530872345
I observed this event without much reaction.,disgust,0.789496660232544
I observed my relationship without much reaction.,disgust,0.8802010416984558
This this failure is quite ordinary.,disgust,0.43763405084609985
This this place is neither good nor bad.,disgust,0.9321080446243286
This this failure is quite ordinary.,disgust,0.43763405084609985
This my friends is neither good nor bad.,disgust,0.8888435959815979
This this decision is neither good nor bad.,disgust,0.5297880172729492
This this memory is neither good nor bad.,disgust,0.7758208513259888
this discovery is my worst nightmare!,disgust,0.6914102435112
I observed my job without much reaction.,disgust,0.8526195287704468
I observed this situation without much reaction.,disgust,0.8858863115310669
this memory is my worst nightmare!,disgust,0.6980053782463074
I'm indifferent about the future.,disgust,0.48055124282836914
I'm indifferent about these changes.,disgust,0.5313972234725952
This this memory is neither good nor bad.,disgust,0.7758208513259888
this gift is my worst nightmare!,disgust,0.6469921469688416
This this failure is neither good nor bad.,disgust,0.5276339650154114
I observed this moment without much reaction.,disgust,0.7377836108207703
this conversation is my worst nightmare!,disgust,0.6866495609283447
I'm indifferent about this memory.,disgust,0.6118552684783936
I'm indifferent about this conversation.,disgust,0.6713384985923767
This these changes is neither good nor bad.,disgust,0.750845193862915
This my friends is neither good nor bad.,disgust,0.8888435959815979
I observed this food without much reaction.,disgust,0.976306140422821
I'm indifferent about this gift.,disgust,0.6658198237419128
I'm indifferent about this situation.,disgust,0.567813515663147
I'm indifferent about this memory.,disgust,0.6118552684783936
I'm indifferent about the news.,disgust,0.73308265209198
I observed my finances without much reaction.,disgust,0.6927079558372498
this food is my worst nightmare!,disgust,0.7922070026397705
I observed this discovery without much reaction.,disgust,0.6929880976676941
this challenge is my worst nightmare!,disgust,0.44986453652381897
I observed this song without much reaction.,disgust,0.8752188086509705
This this conversation is neither good nor bad.,disgust,0.8020606637001038
This my friends is neither good nor bad.,disgust,0.8888435959815979
This this achievement is neither good nor bad.,disgust,0.650068998336792
this decision is my worst nightmare!,disgust,0.49864545464515686
This this gift is neither good nor bad.,disgust,0.809571385383606
This this food is completely unacceptable!,disgust,0.6047540903091431
I'm indifferent about this situation.,disgust,0.567813515663147
I'm indifferent about this conversation.,disgust,0.6713384985923767
This this realization is neither good nor bad.,disgust,0.650974690914154
I observed this challenge without much reaction.,disgust,0.6885496973991394
I'm indifferent about this memory.,disgust,0.6118552684783936
I'm indifferent about this realization.,disgust,0.5953177213668823
I observed my relationship without much reaction.,disgust,0.8802010416984558
I observed this song without much reaction.,disgust,0.8752188086509705
I'm indifferent about the future.,disgust,0.48055124282836914
This this situation is neither good nor bad.,disgust,0.6158469915390015
this song is my worst nightmare!,disgust,0.7088855504989624
this decision is my worst nightmare!,disgust,0.49864545464515686
this achievement is my worst nightmare!,disgust,0.711073637008667
I observed this failure without much reaction.,disgust,0.7060166597366333
